onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	3.998	easy	1	0.86	task-Num/dot3_12-17.bmp	task-Num/dot3_36-41.bmp
3.998	3.9989999999999997	hard	1	0.613	task-Num/dot3_36-100.bmp	task-Num/dot3_24-28.bmp
7.997	4.798	medium	1	0.759	task-Num/dot3_18-13.bmp	task-Num/dot3_36-61.bmp
12.795	3.9990000000000006	medium	1	0.866	task-Num/dot3_18-16.bmp	task-Num/dot3_36-64.bmp
16.794	3.9990000000000023	medium	1	0.756	task-Num/dot3_18-17.bmp	task-Num/dot3_36-65.bmp
20.793000000000003	3.9979999999999976	control	1	1.465	n/a	BLUEbox.bmp
24.791	4.7989999999999995	medium	1	0.641	task-Num/dot3_36-78.bmp	task-Num/dot3_18-30.bmp
29.59	3.998000000000001	hard	1	1.326	task-Num/dot3_36-97.bmp	task-Num/dot3_24-25.bmp
33.588	4.7989999999999995	control	1	1.528	n/a	BLUEbox.bmp
38.387	3.9979999999999976	control	1	1.52	n/a	BLUEbox.bmp
42.385	3.9989999999999952	control	1	1.463	n/a	BLUEbox.bmp
46.38399999999999	3.9990000000000094	easy	1	0.617	task-Num/dot3_12-16.bmp	task-Num/dot3_36-40.bmp
50.383	4.398000000000003	medium	0	n/a	task-Num/dot3_18-14.bmp	task-Num/dot3_36-62.bmp
54.781000000000006	3.9989999999999952	easy	0	0.968	task-Num/dot3_36-51.bmp	task-Num/dot3_12-27.bmp
58.78	3.9979999999999976	control	1	1.448	n/a	BLUEbox.bmp
62.778	3.9990000000000023	hard	1	0.772	task-Num/dot3_24-17.bmp	task-Num/dot3_36-89.bmp
66.777	4.798000000000002	control	1	1.458	n/a	BLUEbox.bmp
71.575	4.398999999999987	hard	1	0.924	task-Num/dot3_24-16.bmp	task-Num/dot3_36-88.bmp
75.97399999999999	4.798000000000002	medium	1	1.189	task-Num/dot3_36-74.bmp	task-Num/dot3_18-26.bmp
80.77199999999999	3.9990000000000094	easy	1	0.805	task-Num/dot3_12-15.bmp	task-Num/dot3_36-39.bmp
84.771	4.397999999999996	control	1	1.518	n/a	BLUEbox.bmp
89.169	4.798999999999992	hard	0	n/a	task-Num/dot3_24-18.bmp	task-Num/dot3_36-90.bmp
93.96799999999999	3.998000000000019	hard	0	n/a	task-Num/dot3_36-99.bmp	task-Num/dot3_24-27.bmp
97.96600000000001	4.398999999999987	control	1	1.577	n/a	BLUEbox.bmp
102.365	4.798000000000002	easy	0	n/a	task-Num/dot3_36-50.bmp	task-Num/dot3_12-26.bmp
107.163	4.399000000000015	hard	1	0.758	task-Num/dot3_24-13.bmp	task-Num/dot3_36-85.bmp
111.56200000000001	3.9979999999999905	medium	1	0.746	task-Num/dot3_18-18.bmp	task-Num/dot3_36-66.bmp
115.56	4.798999999999992	hard	1	0.628	task-Num/dot3_36-98.bmp	task-Num/dot3_24-26.bmp
120.359	4.39800000000001	control	1	1.778	n/a	BLUEbox.bmp
124.757	4.798000000000002	hard	1	0.798	task-Num/dot3_36-102.bmp	task-Num/dot3_24-30.bmp
129.555	4.798999999999978	control	0	1.581	n/a	BLUEbox.bmp
134.35399999999998	4.398000000000025	control	1	1.53	n/a	BLUEbox.bmp
138.752	4.399000000000001	medium	1	0.887	task-Num/dot3_36-73.bmp	task-Num/dot3_18-25.bmp
143.151	4.797999999999973	medium	1	0.805	task-Num/dot3_36-77.bmp	task-Num/dot3_18-29.bmp
147.94899999999998	4.799000000000007	easy	1	1.4	task-Num/dot3_12-18.bmp	task-Num/dot3_36-42.bmp
152.748	4.398000000000025	easy	1	1.168	task-Num/dot3_36-52.bmp	task-Num/dot3_12-28.bmp
157.14600000000002	4.797999999999973	easy	1	0.884	task-Num/dot3_36-54.bmp	task-Num/dot3_12-30.bmp
161.944	4.799000000000007	hard	1	0.913	task-Num/dot3_24-14.bmp	task-Num/dot3_36-86.bmp
166.743	4.798000000000002	medium	1	0.79	task-Num/dot3_36-76.bmp	task-Num/dot3_18-28.bmp
171.541	4.399000000000001	medium	1	0.664	task-Num/dot3_36-75.bmp	task-Num/dot3_18-27.bmp
175.94	4.397999999999996	easy	0	1.612	task-Num/dot3_12-13.bmp	task-Num/dot3_36-37.bmp
180.338	4.798000000000002	control	1	1.471	n/a	BLUEbox.bmp
185.136	4.399000000000001	hard	1	0.794	task-Num/dot3_24-15.bmp	task-Num/dot3_36-87.bmp
189.535	4.397999999999996	easy	1	1.248	task-Num/dot3_36-49.bmp	task-Num/dot3_12-25.bmp
193.933	4.399000000000001	medium	1	1.332	task-Num/dot3_18-15.bmp	task-Num/dot3_36-63.bmp
198.332	4.397999999999996	easy	1	1.495	task-Num/dot3_12-14.bmp	task-Num/dot3_36-38.bmp
202.73	4.799000000000035	easy	1	0.744	task-Num/dot3_36-53.bmp	task-Num/dot3_12-29.bmp
207.52900000000002	4.4	hard	1	1.99	task-Num/dot3_36-101.bmp	task-Num/dot3_24-29.bmp
