onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	3.9989999999999997	2	1	1.481	post	cost
3.9989999999999997	4.000000000000001	5	1	1.8	n/a	BLUEbox.bmp
7.9990000000000006	4.4	6	1	1.835	task-Rhyming/perceptual_o.bmp	task-Rhyming/perceptual_p.bmp
12.399000000000001	4.0	3	1	1.614	rum	numb
16.399	4.800000000000001	5	1	1.773	n/a	BLUEbox.bmp
21.199	4.0	6	1	1.515	task-Rhyming/perceptual_c.bmp	task-Rhyming/perceptual_u.bmp
25.199	4.0	1	1	1.496	fought	sought
29.199	3.9999999999999964	1	1	1.544	scheme	theme
33.199	3.9990000000000023	6	0	2.149	task-Rhyming/perceptual_m.bmp	task-Rhyming/perceptual_n.bmp
37.198	4.399999999999999	1	1	1.505	stool	fool
41.598	4.400000000000006	5	1	1.912	n/a	BLUEbox.bmp
45.998000000000005	4.399999999999999	1	1	1.638	soak	oak
50.398	4.399999999999999	2	1	1.554	threat	wheat
54.798	4.0	1	1	1.671	thread	spread
58.798	4.400000000000006	3	1	1.746	pile	trial
63.19800000000001	4.799999999999997	4	1	1.619	swap	watch
67.998	4.799999999999997	5	1	2.036	n/a	BLUEbox.bmp
72.798	4.400000000000006	5	1	1.792	n/a	BLUEbox.bmp
77.19800000000001	4.3999999999999915	4	1	1.522	tough	dull
81.598	4.799999999999997	6	1	1.467	task-Rhyming/perceptual_w.bmp	task-Rhyming/perceptual_e.bmp
86.398	4.799999999999997	1	1	1.896	sweep	creep
91.198	4.799999999999997	6	1	1.073	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_t.bmp
95.99799999999999	4.400000000000006	5	1	1.837	n/a	BLUEbox.bmp
100.398	4.3999999999999915	3	1	1.72	stroke	soak
104.79799999999999	4.400000000000006	4	1	1.627	trial	fall
109.198	4.799000000000021	6	1	1.534	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_l.bmp
113.99700000000001	4.0	5	1	1.914	n/a	BLUEbox.bmp
